	Bayesian Skyline: ND2_Carpodacus_erythrinus1_c4.log			
Time	Mean	Median	Upper	Lower
47302.63717222481	98392.76506557141	86683.59852627636	203593.01096060488	38352.250030605406
47448.183748139345	98035.98803470901	86661.13380979706	202422.6087618628	38351.56217079646
47593.73032405388	97954.3935393249	86644.37787841272	201881.44396878505	38312.016882624695
47739.27689996842	97820.26591656225	86637.61996243714	201503.32184802362	38194.99035120133
47884.82347588296	97563.62247349355	86603.50473384402	200480.36657828116	38194.99035120133
48030.370051797494	96340.67575497912	86539.32112561693	199162.7456612802	38030.07959304692
48175.91662771203	96230.45482144604	86528.02093649254	198839.32257696718	38012.72704304818
48321.46320362657	96166.98271917032	86517.65463943455	198386.06171773028	37923.33279991376
48467.009779541106	95788.2646588051	86498.27353249292	197977.6539879146	37923.33279991376
48612.55635545564	95679.64588332959	86483.77973024915	196582.95239888897	37898.00653156182
48758.10293137018	95604.92281921337	86424.84860104346	195729.85078531873	37898.00653156182
48903.64950728472	95573.54139425117	86416.7596342202	195532.81047966063	37898.00653156182
49049.196083199255	95558.758641363	86412.93663123956	195532.81047966063	37888.843878839085
49194.74265911379	95543.2071787203	86387.97936351896	195532.81047966063	37888.843878839085
49340.28923502833	95038.91341600502	86371.21818354366	195271.78355308014	37888.843878839085
49485.83581094287	94862.76545794963	86342.09094230187	194816.69965505155	37862.3079038547
49631.3823868574	94809.97151238474	86321.9434294973	194121.50939697103	37855.71751252322
49776.92896277194	94751.05994178902	86321.9434294973	194116.1188066393	37851.818792257895
49922.47553868648	94700.19433373542	86316.29084017049	193552.69555373598	37851.818792257895
50068.022114601015	94527.97197735583	86247.51805795445	192847.85702924046	37851.818792257895
50213.56869051555	94333.98053029414	86197.51644345536	192062.5455945329	37817.39116350455
50359.11526643009	94265.04809491441	86162.51289015361	191473.21916665995	37810.257197791456
50504.66184234463	94165.91323803751	86097.57540560735	191196.83657540544	37802.839640300685
50650.208418259164	94149.6772616098	86082.44183748355	191196.83657540544	37724.07092022742
50795.7549941737	94073.00412951957	86024.24901924879	190711.33437827992	37624.47951120922
50941.30157008824	93751.86821268003	86005.20918619314	190463.97751918732	37579.790415638294
51086.848146002776	93668.44836733483	85962.2345716557	190238.9697296329	37579.790415638294
51232.39472191731	93627.94199476989	85926.87583897023	190085.35277418245	37579.790415638294
51377.94129783185	93610.44008942254	85925.35978149575	189914.0151366961	37576.67791094853
51523.48787374639	93570.14269947431	85900.49683232655	189693.95084738612	37576.67791094853
51669.034449660925	93496.59416446979	85879.48357460675	189046.57112454358	37557.23758700328
51814.58102557546	93475.41425054878	85857.28442329043	188989.14083080363	37501.45572153225
51960.12760149	93410.82098279112	85856.58204424071	188335.145132204	37442.47697901204
52105.67417740454	93229.62392087144	85825.01891089958	187393.01102009442	37408.79663864573
52251.220753319074	93107.26848949748	85778.49367802849	186365.4976760573	37408.79663864573
52396.76732923361	93016.7800088824	85731.8163326505	185933.61969583068	37404.44399313823
52542.31390514815	92957.07245345842	85705.73751336682	185906.7647153278	37404.44399313823
52687.860481062686	92893.6271766453	85695.12971991287	185749.05149417496	37404.44399313823
52833.40705697722	92860.6153424381	85666.57447301189	185589.25655478952	37404.44399313823
52978.95363289176	92843.00591637005	85665.85861708439	185495.7235164223	37404.44399313823
53124.5002088063	92851.12233618226	85666.57447301189	185495.7235164223	37404.44399313823
53270.046784720835	92560.06067965571	85641.14488920521	185257.33645839914	37381.56631707429
53415.59336063537	92555.78548022645	85641.14488920521	185257.33645839914	37381.56631707429
53561.13993654991	92550.8640741433	85641.14488920521	185257.33645839914	37372.406435446785
53706.68651246445	92473.7993238331	85634.8787805784	184935.45008736025	37372.406435446785
53852.233088378984	92462.42891971167	85614.6160397911	184935.45008736025	37305.61023915172
53997.77966429352	92462.42891971167	85614.6160397911	184935.45008736025	37305.61023915172
54143.32624020806	92387.22255410027	85595.45731236157	184868.91187629584	37253.80358541772
54288.872816122595	92359.77224081659	85593.18578546941	184595.86008442214	37253.80358541772
54434.41939203713	92242.76705513596	85574.10277946746	184477.65709724685	37250.524250831324
54579.96596795167	92210.7585499856	85554.05776225036	184402.0234402865	37227.19875982955
54725.51254386621	92201.65255924668	85554.05776225036	184168.6685213519	37227.19875982955
54871.059119780744	92180.24489973235	85530.69604403486	183962.03492396398	37222.425759107064
55016.60569569528	92158.64719273195	85527.54875259356	183952.33576358287	37222.425759107064
55162.15227160982	92132.24128751822	85472.24745511485	183952.33576358287	37203.612802572374
55307.698847524356	92076.83950452237	85463.63030053192	183664.69152876083	37203.612802572374
55453.24542343889	92047.58800237186	85449.27551243578	183662.01270236992	37200.67432373337
55598.79199935343	92010.5633957899	85446.74484140724	183537.39787074694	37122.49258098333
55744.33857526797	92010.5633957899	85446.74484140724	183537.39787074694	37122.49258098333
55889.885151182505	91962.19230760873	85423.07760424995	183513.41123303722	36903.73986095342
56035.43172709704	91954.70069609203	85423.07760424995	183513.41123303722	36903.73986095342
56180.97830301158	91893.9204439207	85407.68060600068	183315.06911906763	36876.08357631016
56326.52487892612	91824.64154778632	85357.88000177142	182838.8119609884	36836.182709378154
56472.071454840654	91780.30056441051	85352.79842185196	182682.3665594552	36836.182709378154
56617.61803075519	91684.70559418038	85270.6124024886	182127.02345747172	36745.06900852616
56763.16460666973	91611.59963452678	85242.74657840976	181991.04002363284	36708.88363357727
56908.711182584266	91608.23799570525	85242.74657840976	181991.04002363284	36683.98212171702
57054.2577584988	91547.24668401656	85225.80595909576	181933.36625828888	36678.261056792195
57199.80433441334	91514.3852116512	85195.41448039275	181871.96257475138	36678.261056792195
57345.35091032788	91475.71446660829	85188.76072953896	181848.17029441494	36626.19948969155
57490.897486242415	91426.7474347591	85159.93749353362	181800.7867272976	36552.067912668805
57636.44406215695	91381.76187410868	85141.9804922215	181745.85243189245	36474.57129236481
57781.99063807149	91379.54811709395	85141.9804922215	181745.85243189245	36452.89281354207
57927.53721398603	91372.74640336764	85138.98622995327	181745.85243189245	36452.89281354207
58073.083789900564	91372.74640336764	85138.98622995327	181745.85243189245	36452.89281354207
58218.6303658151	91307.65990184722	85112.15238593493	181472.3756581963	36190.303485775796
58364.17694172964	91274.63231183027	85097.30920241585	181348.15649436135	36136.91098685331
58509.723517644175	91236.64736942042	85078.24536045885	180967.6560026468	36136.91098685331
58655.27009355871	91211.43649066919	85059.74332265298	180967.6560026468	36043.278930135835
58800.81666947325	91204.29347629694	85054.72133544362	180967.6560026468	36040.860125807514
58946.36324538779	91172.22536322329	85038.93738636044	180967.6560026468	35984.697763933975
59091.909821302324	91172.22536322329	85038.93738636044	180967.6560026468	35984.697763933975
59237.45639721686	91150.8087502829	85034.69751295466	180815.0968300246	35904.480400721055
59383.0029731314	91146.45835411185	85034.69751295466	180815.0968300246	35861.96266272423
59528.549549045936	91146.45835411185	85034.69751295466	180815.0968300246	35861.96266272423
59674.09612496047	91129.8955329153	85038.93738636044	180815.0968300246	35904.480400721055
59819.64270087501	91125.21212990797	85038.93738636044	180815.0968300246	35861.96266272423
59965.18927678955	91122.3835838479	85038.93738636044	180815.0968300246	35861.96266272423
60110.735852704085	91040.35861046887	85025.35315638175	180573.87798522203	35834.1349171439
60256.28242861862	91026.16911992653	85025.04489257536	180573.87798522203	35834.1349171439
60401.82900453316	91016.79908220802	85020.51413560503	180573.87798522203	35834.1349171439
60547.3755804477	91016.79908220802	85020.51413560503	180573.87798522203	35834.1349171439
60692.922156362234	90962.8444569394	85014.91604454457	180407.73284723473	35797.176229690194
60838.46873227677	90942.44118249566	85014.49381713184	180401.22211456933	35728.18716237862
60984.01530819131	90920.9457193045	85003.16065732148	180401.22211456933	35725.188357521256
61129.561884105846	90923.90747432841	84997.36956231763	180401.22211456933	35728.18716237862
61275.10846002038	90923.90747432841	84997.36956231763	180401.22211456933	35728.18716237862
61420.65503593492	90932.08158971556	85003.16065732148	180401.22211456933	35797.176229690194
61566.20161184946	90869.65698988437	84977.88831892789	179897.86898177784	35725.188357521256
61711.748187763995	90827.60430008233	84946.10057252733	179751.0138065861	35663.41424963769
61857.29476367853	90786.66086862699	84946.10057252733	179513.070455704	35644.2964202019
62002.84133959307	90786.66086862699	84946.10057252733	179513.070455704	35644.2964202019
62148.38791550761	90755.78039920286	84946.10057252733	179412.0783883274	35639.88214328985
62293.934491422144	90764.37564868285	84946.10057252733	179412.0783883274	35644.2964202019
62439.48106733668	90761.04631635598	84946.10057252733	179412.0783883274	35644.2964202019
62585.02764325122	90705.92981056914	84926.70944745517	179346.99494588212	35639.88214328985
62730.574219165755	90691.47336676244	84926.70944745517	179346.99494588212	35577.412223136445
62876.12079508029	90685.69948425738	84926.70944745517	179346.99494588212	35489.470023911876
63021.66737099483	90681.92332833301	84920.16397869587	179346.99494588212	35489.470023911876
63167.21394690937	90643.27675078638	84917.07802927057	179244.2997318581	35483.62717894901
63312.760522823904	90643.27675078638	84917.07802927057	179244.2997318581	35483.62717894901
63458.30709873844	90631.7177334964	84909.2812526771	179244.2997318581	35483.62717894901
63603.85367465298	90628.7385982374	84909.2812526771	179244.2997318581	35483.62717894901
63749.400250567516	90610.80610522036	84901.61917509517	179244.2997318581	35448.67087116994
63894.94682648205	90568.57630195598	84876.08558951557	179059.12828734884	35387.90768672649
64040.49340239659	90553.00189549303	84870.52567263533	179059.12828734884	35345.91621856163
64186.03997831113	90506.74946049432	84866.74142759237	179019.94478453978	35341.45678038683
64331.586554225665	90468.97285570824	84861.57367335133	178778.31966329963	35341.45678038683
64477.1331301402	90471.23773715485	84861.57367335133	178778.31966329963	35341.45678038683
64622.67970605474	90457.05570594111	84861.57367335133	178762.31087798128	35341.45678038683
64768.22628196928	90443.81965280714	84826.02496531999	178627.2134229555	35345.91621856163
64913.772857883814	90427.54761817315	84826.02496531999	178471.85628349302	35345.91621856163
65059.31943379835	90403.90017532678	84821.40542623763	178319.83148631916	35341.45678038683
65204.86600971289	90345.83043524317	84799.23496776853	178254.24767355755	35272.38490188216
65350.412585627426	90329.77034967454	84799.23496776853	178224.8848051186	35259.80337215254
65495.95916154196	90321.88812695243	84798.21726522954	178224.8848051186	35259.80337215254
65641.50573745651	90315.15889914856	84792.85443383928	178224.8848051186	35259.80337215254
65787.05231337105	90291.2619491919	84789.54591612329	178173.35694495184	35156.9474910453
65932.5988892856	90287.11613429015	84789.54591612329	178173.35694495184	35151.19920017389
66078.14546520014	90259.26087112774	84777.6535529947	178173.35694495184	35077.481627099805
66223.69204111469	90220.65121514154	84770.3616305895	177961.636116467	34959.82008197488
66369.23861702923	90217.76043474415	84770.3616305895	177961.636116467	35077.481627099805
66514.78519294377	90189.13568827926	84753.81359377774	177858.32385036346	35052.31046276086
66660.33176885832	90181.48474836278	84752.99703454475	177858.32385036346	35052.31046276086
66805.87834477286	90184.96023463071	84753.81359377774	177858.32385036346	35052.31046276086
66951.42492068741	90171.19021818531	84752.99703454475	177858.32385036346	34959.82008197488
67096.97149660195	90178.0078469032	84753.81359377774	177858.32385036346	34959.82008197488
67242.5180725165	90187.34640348026	84753.81359377774	177858.32385036346	35052.31046276086
67388.06464843104	90159.25750197213	84752.99703454475	177772.76479612855	35052.31046276086
67533.61122434559	90145.86738254756	84752.99703454475	177729.05035209932	35052.31046276086
67679.15780026013	90120.94520531553	84744.19821464889	177656.28962630057	35052.31046276086
67824.70437617468	90090.91294630831	84733.56282137566	177542.6675814797	34959.82008197488
67970.25095208922	90100.16848135048	84752.99703454475	177542.6675814797	34959.82008197488
68115.79752800376	90110.87816212674	84753.81359377774	177542.6675814797	35052.31046276086
68261.34410391831	90075.23482532131	84733.56282137566	177542.6675814797	34959.82008197488
68406.89067983285	90083.39291293515	84733.56282137566	177542.6675814797	35052.31046276086
68552.4372557474	90074.38844983517	84730.11158191903	177542.6675814797	34959.82008197488
68697.98383166194	90062.39816361711	84728.20658072554	177542.6675814797	34959.82008197488
68843.53040757649	90065.80559540098	84730.11158191903	177656.28962630057	34877.1660574474
68989.07698349103	90070.44977025122	84733.56282137566	177656.28962630057	34877.1660574474
69134.62355940558	90084.46238537136	84744.19821464889	177656.28962630057	34959.82008197488
69280.17013532012	90076.68804274272	84744.19821464889	177656.28962630057	34877.1660574474
69425.71671123467	90087.69766225512	84744.19821464889	177656.28962630057	34959.82008197488
69571.26328714921	90077.31417726356	84733.56282137566	177656.28962630057	34877.1660574474
69716.80986306375	90072.84575555808	84730.11158191903	177656.28962630057	34877.1660574474
69862.3564389783	90074.27598583131	84730.11158191903	177656.28962630057	34877.1660574474
70007.90301489284	90071.45051452226	84730.11158191903	177656.28962630057	34877.1660574474
70153.44959080739	90033.62503453702	84722.41571906065	177542.6675814797	34877.1660574474
70298.99616672193	90023.47170192776	84728.20658072554	177439.46684820557	34877.1660574474
70444.54274263648	90015.6109272345	84728.20658072554	177439.46684820557	34870.44096076957
70590.08931855102	89995.82556963309	84722.41571906065	177328.84976325987	34870.44096076957
70735.63589446557	89996.8858151785	84730.11158191903	177328.84976325987	34870.44096076957
70881.18247038011	89989.28325583153	84728.20658072554	177328.84976325987	34812.14697777397
71026.72904629465	89999.01426944885	84730.11158191903	177328.84976325987	34870.44096076957
71172.2756222092	90001.0453762779	84730.11158191903	177328.84976325987	34870.44096076957
71317.82219812374	90001.0453762779	84730.11158191903	177328.84976325987	34870.44096076957
71463.36877403829	90009.39762003275	84733.56282137566	177328.84976325987	34870.44096076957
71608.91534995283	90000.02568011168	84733.56282137566	177328.84976325987	34812.14697777397
71754.46192586738	90002.8865242254	84733.56282137566	177328.84976325987	34799.04375383079
71900.00850178192	89997.62504287368	84730.11158191903	177328.84976325987	34799.04375383079
72045.55507769647	90017.18279734215	84752.99703454475	177328.84976325987	34799.04375383079
72191.10165361101	90009.68175852102	84744.19821464889	177328.84976325987	34780.35743904866
72336.64822952556	90009.70230462975	84733.56282137566	177439.46684820557	34780.35743904866
72482.1948054401	89995.1133663727	84730.11158191903	177439.46684820557	34780.35743904866
72627.74138135464	89996.38600475418	84733.56282137566	177439.46684820557	34714.29054920543
